Denominación;Fecha última modificación;Dirección;Código Provincia;Codigo municipioINE;Provincia;Localidad;CP;Zona Acción Social;Teléfono;Fax;Nº Registro;Entidad Titular;Entidad Gestora;Naturaleza;email;Web;Sector;Tipo;Subtipo;Plazas;Latitud;Longitud;Director;Posicion
CENTRO OCUPACIONAL PRELABORAL DOÑA CINIA;2022-11-07;AVENIDA ASTORGA Nº 87;24;24189;LEON;VIRGEN DEL CAMINO (LA);24198;LEÓN II - VALVERDE DE LA VIRGEN;987 300731;;240860;FUNDACIÓN SOLIDARIDAD Y TRABAJO VIRGEN DEL CAMINO (FUNDACIÓN SOLTRA);;FUNDACIÓN;;;PERSONAS CON DISCAPACIDAD;Centro de día;Personas con discapacidad por trastorno del desarrollo intelectual;OTROS: 60;42.5794528;-5.6414161;JOSE ANTONIO IDOETA MADARIAGA;42.5794528, -5.6414161
RESIDENCIA LA PIÑERA;2022-11-07;AVENIDA ANCARES S/N;24;24196;LEON;VEGA DE ESPINAREDA;24430;VEGA DE ESPINAREDA;987 134847;;240946;ARISOLIS AMBIENTAL S.L.;RESIDENCIA TERCERA EDAD LAS ENCINAS, S.L.;SOCIEDADES;admon@lasencinassg.com;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 65;42.7377411;-6.656684;MARIA MONTSERRAT GONZALEZ FERNANDEZ;42.7377411, -6.656684
"RESIDENCIA ""ASPRONA-LACIANA""";2026-02-14;CARRETERA DEGAÑA 52;24;24202;LEON;CABOALLES DE ABAJO;24110;VILLABLINO;987 490269;;240609;ASOCIACIÓN PROTECTORA DE PERSONAS CON DISCAPACIDAD INTELECTUAL (ASPRONA-LEÓN);;ASOCIACIÓN;;;PERSONAS CON DISCAPACIDAD;Residencia;Personas con discapacidad por trastorno del desarrollo intelectual;OTROS: 9;42.952657438006185;-6.402428763875535;LAURA FERNÁNDEZ LÓPEZ;42.952657438006185, -6.402428763875535
"CENTRO DE TERAPIA OCUPACIONAL ""ASPRONA LACIANA""";2026-02-14;CARRETERA DEGAÑA 52;24;24202;LEON;CABOALLES DE ABAJO;24110;VILLABLINO;987 490269;;240583;ASOCIACIÓN PROTECTORA DE PERSONAS CON DISCAPACIDAD INTELECTUAL (ASPRONA-LEÓN);;ASOCIACIÓN;;;PERSONAS CON DISCAPACIDAD;Centro de día;Personas con discapacidad por trastorno del desarrollo intelectual;OTROS: 24;42.952657438006185;-6.402428763875535;LAURA FERNÁNDEZ LÓPEZ;42.952657438006185, -6.402428763875535
CENTRO DE DÍA PARA PERSONAS MAYORES DE VILLABLINO;2020-12-04;PLAZA SIERRA PAMBLEY 41;24;24202;LEON;VILLABLINO;24100;VILLABLINO;987 970893;;240069;GERENCIA DE SERVICIOS SOCIALES DE CASTILLA Y LEÓN;;ADMINISTRACIÓN AUTONÓMICA;;;PERSONAS MAYORES;Centro de día;Hogar (Unidad de atención social);;42.9393169;-6.312389;SOFIA CUENLLAS FERNANDEZ;42.9393169, -6.312389
CENTRO RESIDENCIAL PARA PERSONAS MAYORES SAN ANTONIO ABAD;2022-11-07;PLAZA CAMPO DE LA FERIA Nº 9;24;24206;LEON;TORAL DE LOS VADOS;24560;CACABELOS;987 544816;;240101;AYUNTAMIENTO DE TORAL DE LOS VADOS;MARX Y VIRGEN DE FÁTIMA GESTIÓN DE CENTROS RESIDENCIALES, S.L.;ADMINISTRACIÓN LOCAL;residenciasanantonioabad@gmail.com;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 46;42.5425717;-6.7752482;JERÓNIMO ALVAREZ MARX;42.5425717, -6.7752482
HOGAR DE JUBILADOS Y PENS. LA TERCIA-ARBAS;2020-10-14;AVENIDA MADRID 13;24;24901;LEON;VILLAMANIN DE LA TERCIA;24680;CUENCA DE MATALLANA;987 598250;;240035;"ASOCIACION DE JUBILADOS Y PENSIONISTAS ""LA TERCIA-ARBAS";;ASOCIACIÓN;;;PERSONAS MAYORES;Centro de día;Hogar (Unidad de atención social);;42.9374425;-5.6557053;;42.9374425, -5.6557053
RESIDENCIA TERCERA ACTIVIDAD;2026-02-24;CALLE PEÑA AGUILON S/N;34;34004;PALENCIA;AGUILAR DE CAMPOO;34800;AGUILAR DE CAMPOO;979 126061;979 649979992;340288;FUNDACIÓN SANTA MARÍA LA REAL DEL PATRIMONIO HISTÓRICO, UN PROYECTO DESDE CASTILLA Y LEÓN;;FUNDACIÓN;residencia@santamarialareal.org;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 96;42.787564;-4.254923;ALEJANDRO SERRANO SAN MARTÍN;42.787564, -4.254923
CENTRO DE DIA TERCERA ACTIVIDAD;2023-05-10;CALLE PEÑA AGUILON S/N;34;34004;PALENCIA;AGUILAR DE CAMPOO;34800;AGUILAR DE CAMPOO;979 126061;979 128018;340630;FUNDACIÓN SANTA MARÍA LA REAL DEL PATRIMONIO HISTÓRICO, UN PROYECTO DESDE CASTILLA Y LEÓN;;FUNDACIÓN;;;PERSONAS MAYORES;Centro de día;Estancias diurnas;ASISTIDOS: 25;42.7875633;-4.2549232;ALEJANDRO SERRANO SAN MARTIN;42.7875633, -4.2549232
CENTRO OCUPACIONAL VIRGEN DE LLANO;2025-07-14;CALLE PRIOR (DEL) 8;34;34004;PALENCIA;AGUILAR DE CAMPOO;34800;AGUILAR DE CAMPOO;983 225125;983 475395;340703;FUNDACIÓN PERSONAS;;FUNDACIÓN;fundacionpersonas@fundacionpersonas.es;;PERSONAS CON DISCAPACIDAD;Centro de día;Personas con discapacidad por trastorno del desarrollo intelectual;OTROS: 75;;;LORENZO GONZALEZ TORRES;
CENTRO DE DIA CON UNIDAD DE ESTANCIAS DIURNAS AUTILLA DEL PINO;2020-10-14;CALLE EXTRAMUROS S/NExtramuros, s/n;34;34018;PALENCIA;AUTILLA DEL PINO;34170;VILLARRAMIEL;979 110452;;340529;AYUNTAMIENTO DE AUTILLA DEL PINO;CENTRO DE MAYORES AUTILLA S.L.;ADMINISTRACIÓN LOCAL;;;PERSONAS MAYORES;Centro de día;Estancias diurnas;ASISTIDOS: 25;41.9930162;-4.6331671;ANTOIO VAZQUEZ FERNANDEZ;41.9930162, -4.6331671
RESIDENCIA BAÑOSALUD;2025-10-31;CALLE BARBOTAN 2;34;34023;PALENCIA;VENTA DE BAÑOS;34200;VENTA DE BAÑOS - DUEÑAS;979 770848;979 979770035;340171;CLECE MAYORES, SLU;;SOCIEDADES;;;PERSONAS MAYORES;Residencia;Mixta para válidos y asistidos;VÁLIDOS: 2, ASISTIDOS: 186;41.9170193;-4.4960383;ISABEL FRANCO ZAPATERO;41.9170193, -4.4960383
RESIDENCIA DE PERSONAS MAYORES SANTA BARBARA;2023-07-03;CALLE HERMANO BERNARDO;34;34027;PALENCIA;BARRUELO DE SANTULLAN;34820;AGUILAR DE CAMPOO;979 106480;;340173;AYUNTAMIENTO DE BARRUELO DE SANTULLAN;DOMUS AUREA SERVICIOS PARA EL HOGAR, S. L.;ADMINISTRACIÓN LOCAL;;;PERSONAS MAYORES;Residencia;Para asistidos;DEPENDIENTES: 36;42.9079964;-4.2886077;AMAYA GUTIÉRREZ FERNÁNDEZ;42.9079964, -4.2886077
RESIDENCIA NUESTRA SEÑORA DE LAS MERCEDES;2020-06-05;AVENIDA PEREGRINOS (DE LOS) 1;34;34047;PALENCIA;CARRION DE LOS CONDES;34120;CARRIÓN DE LOS CONDES - OSORNO;979 880066;;340237;FUNDACIÓN RESIDENCIA NUESTRA SEÑORA DE LAS MERCEDES;;FUNDACIÓN;residenciansmercedes@yahoo.es;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 127;42.337087;-4.5984383;JOSE MARIA BUSTAMANTE PAYO;42.337087, -4.5984383
CENTRO DE DIA PARA PERSONAS MAYORES EN CARRION DE LOS CONDES;2020-10-14;PLAZA CONDES DE CARRION 3;34;34047;PALENCIA;CARRION DE LOS CONDES;34120;CARRIÓN DE LOS CONDES - OSORNO;979 880259;979 880461;340716;AYUNTAMIENTO DE CARRION DE LOS CONDES;;ADMINISTRACIÓN LOCAL;;;PERSONAS MAYORES;Centro de día;Hogar (Unidad de atención social);;42.3373375;-4.6024326;FRANCISCO JAVIER VILLAFRUELA FIERRO;42.3373375, -4.6024326
CENTRO DE DÍA SANTA MARÍA DEL CAMINO;2023-05-15;PLAZA PIÑA MERINO 4;34;34047;PALENCIA;CARRION DE LOS CONDES;34120;CARRIÓN DE LOS CONDES - OSORNO;660 350453;;340783;SERVICIOS GERIÁTRICOS CARRIÓN, S.L.;;SOCIEDADES;;;PERSONAS MAYORES;Centro de día;Estancias diurnas;ASISTIDOS: 14;42.3368244;-4.6005546;REBECA PARÍS VILLASUR;42.3368244, -4.6005546
CENTRO DE MAYORES DE CASTRILLO DE ONIELO;2020-10-14;PLAZA MAYOR S/N;34;34051;PALENCIA;CASTRILLO DE ONIELO;34219;VENTA DE BAÑOS - DUEÑAS;979 783050;;340704;AYUNTAMIENTO DE CASTRILLO DE ONIELO;;ADMINISTRACIÓN LOCAL;;;PERSONAS MAYORES;Centro de día;Hogar (Unidad de atención social);;41.859062;-4.297619;JESUS DUQUE FERNANDEZ;41.859062, -4.297619
"CENTRO SOCIO CULTURAL ""CASA DE LOS LEONÉS""";2020-11-24;CALLE CALVO SOTELO 10;34;34056;PALENCIA;CERVERA DE PISUERGA;34840;CERVERA DE PISUERGA - LA PERNÍA;979 870002;979 870504;340672;AYUNTAMIENTO DE CERVERA DE PISUERGA;;ADMINISTRACIÓN LOCAL;;;PERSONAS MAYORES;Centro de día;Hogar (Unidad de atención social);;42.8626607;-4.498255;URBANO ALONSO CAGIGAL;42.8626607, -4.498255
"ASILO ""SANTA EUGENIA""";2020-11-16;AVENIDA PALENCIA 2;34;34057;PALENCIA;CEVICO DE LA TORRE;34218;VENTA DE BAÑOS - DUEÑAS;979 783006;;340242;"FUNDACIÓN BENÉFICA ""MONEDERO""ASILO DE STA. EUGENIA";;FUNDACIÓN;fubemo@gmail.com;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 85;41.8531691;-4.4125475;ANDREA SIMON MENENDEZ;41.8531691, -4.4125475
RESIDENCIA DE MAYORES CIUDAD DE DUEÑAS;2025-02-24;PLAZA SANTA TERESA 6;34;34069;PALENCIA;DUEÑAS;34210;VENTA DE BAÑOS - DUEÑAS;979 780001;979 999999999;340744;AYUNTAMIENTO DE DUEÑAS;CK SENIOR GESTIÓN, S.L;ADMINISTRACIÓN LOCAL;;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 51;41.8781192;-4.547897799999999;BLANCA ESCUDERO SALAS;41.8781192, -4.547897799999999
VIVIENDA CAMINAL II;2025-12-14;AVENIDA CARMEN MONTES 15;34;34074;PALENCIA;FROMISTA;34440;ASTUDILLO - FRÓMISTA;979 810707;;341073;FUNDACIÓN BRIAN;;FUNDACIÓN;e.delrio@fundacionsancebrian.com;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por trastorno del desarrollo intelectual leve o moderado;DISCAPACIDAD INTELECTUAL: 3;42.26611428022707;-4.4038722061701385;NATALÍ CAMOLEZ FANTAZIA;42.26611428022707, -4.4038722061701385
RESIDENCIA DE PROTECCION FUNDACION CRUZ DE LOS ANGELES;2021-09-30;CALLE MESONES (LOS) 10;34;34079;PALENCIA;GRIJOTA;34004;PALENCIA - ZONA III - SUR;979 722936;;340156;FUNDACION CRUZ DE LOS ANGELES;;FUNDACIÓN;;;INFANCIA (Y JUVENTUD);Residencia;De protección;OTROS: 12;42.0536768;-4.5826959;Mª LOURDES RUBIO MORAL;42.0536768, -4.5826959
RESIDENCIA MAR DE CASTILLA;2023-10-27;CALLE NAVA (LA) S/N;34;34079;PALENCIA;GRIJOTA;34192;PAREDES DE NAVA - VILLADA;979 767209;;340234;VALLESALUD HERMIDA, S.L.;;SOCIEDADES;;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 52;42.0524756;-4.5809186;FATIMA CISNEROS PRIETO;42.0524756, -4.5809186
"CENTRO DE DIA DE MENORES ""EL CASTILLO""";2020-10-14;CALLE IGLESIA (LA) 9, BAJO;34;34080;PALENCIA;GUARDO;34880;GUARDO;979 852594;979 748589;340200;CÁRITAS DIOCESANA DE PALENCIA;;INSTITUCIONES, ÓRDENES, CONGREGACIONES RELIGIOSAS Y SIMILARES;;;INFANCIA (Y JUVENTUD);Centro de día;Centro de día;OTROS: 21;42.0124584;-4.5311748;;42.0124584, -4.5311748
RESIDENCIA SANTA BARBARA;2024-12-14;AVENIDA EXPLOSIVOS 24;34;34080;PALENCIA;GUARDO;34880;GUARDO;;;340329;FUNDACIÓN PERSONAS;;FUNDACIÓN;;;PERSONAS CON DISCAPACIDAD;Residencia;Personas con discapacidad por trastorno del desarrollo intelectual;OTROS: 13;42.7852865;-4.8564892;LAURA ROJO JUAREZ;42.7852865, -4.8564892
VIVIENDA SANTA BARBARA II;2025-08-14;AVENIDA EXPLOSIVOS 21;34;34080;PALENCIA;GUARDO;34880;GUARDO;979 853302;;341040;FUNDACIÓN PERSONAS;;FUNDACIÓN;laura.rojo@fundacionpersonas.es;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por trastorno del desarrollo intelectual leve o moderado;DISCAPACIDAD INTELECTUAL: 8;42.7870544;-4.8551886;LAURA ROJO JUAREZ;42.7870544, -4.8551886
"CENTRO DE DÍA-UNIDAD DE ESTANCIAS DIURNAS ""LA PIEDAD""";2022-10-05;AVENIDA MARIA AUXILIADORA 7;34;34083;PALENCIA;HERRERA DE PISUERGA;34400;HERRERA DE PISUERGA - ALAR DEL REY;979 140030;979 140030;340504;AYUNTAMIENTO DE HERRERA DE PISUERGA;ASOCIACIÓN MENSAJEROS DE LA PAZ;ADMINISTRACIÓN LOCAL;;;PERSONAS MAYORES;Centro de día;Estancias diurnas;ASISTIDOS: 7;42.5967105;-4.3368515;GEMMA RODRÍGUEZ FRAGA;42.5967105, -4.3368515
CENTRO DE DIA PARA PERSONAS MAYORES;2020-10-14;CALLE VALENTIN CALDERON 2;34;34120;PALENCIA;PALENCIA;34001;PALENCIA - ZONA I - CENTRO;979 752411;979 752025;340157;GERENCIA DE SERVICIOS SOCIALES DE CASTILLA Y LEÓN;;ADMINISTRACIÓN AUTONÓMICA;;;PERSONAS MAYORES;Centro de día;Hogar (Unidad de atención social);;42.0116505;-4.5336108;BEGOÑA NUÑEZ DIEZ;42.0116505, -4.5336108
CENTRO DE DÍA PARA PERSONAS CON DISCAPACIDAD INTELECTUAL (NUESTRA SEÑORA DE LA CALLE);2023-06-20;MONTE EL VIEJO S/N;34;34120;PALENCIA;PALENCIA;34005;PALENCIA - ZONA II - NORTE;979 741622;;340320;GERENCIA DE SERVICIOS SOCIALES DE CASTILLA Y LEÓN;;ADMINISTRACIÓN AUTONÓMICA;;;PERSONAS CON DISCAPACIDAD;Centro de día;Personas con discapacidad por trastorno del desarrollo intelectual;OTROS: 132;;;JUAN VELASCO CRIADO;
RESIDENCIA DE PERSONAS MAYORES;2026-03-06;AVENIDA PONCE DE LEON S/N;34;34120;PALENCIA;PALENCIA;34005;PALENCIA - ZONA II - NORTE;979 722547;;340164;GERENCIA DE SERVICIOS SOCIALES DE CASTILLA Y LEÓN;;ADMINISTRACIÓN AUTONÓMICA;;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 198;42.0052262;-4.5318616;MARIANO SAHAGUN MONEDERO;42.0052262, -4.5318616
VIVIENDA CARDENAL CISNEROS 25;2025-08-01;AVENIDA CARDENAL CISNEROS 25 6ºC;34;34120;PALENCIA;PALENCIA;34004;PALENCIA - ZONA III - SUR;983 399633;983 999999999;341119;FUNDACION INTRAS;;FUNDACIÓN;elc@intras.es;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por enfermedad mental;DISCAPACIDAD ENFERMEDAD MENTAL: 2;42.00482422780145;-4.52388434266934;PABLO GÓMEZ CONEJO;42.00482422780145, -4.52388434266934
CASA DE PRIMERA ACOGIDA (0-10 AÑOS);2022-07-18;CALLE MERCEDES JUNCO 17 BAJO D;34;34120;PALENCIA;PALENCIA;34001;PALENCIA - ZONA I - CENTRO;979 170168;;340209;ASOCIACIÓN MENSAJEROS DE LA PAZ CASTILLA Y LEÓN;;ASOCIACIÓN;;;INFANCIA (Y JUVENTUD);Vivienda;Hogar de acogida;OTROS: 10;42.011121;-4.532032;;42.011121, -4.532032
CENTRO ASISTENCIAL SAN JUAN DE DIOS ( DISCAPACITADOS);2025-06-14;PASEO PADRE FAUSTINO CALVO , S/N;34;34120;PALENCIA;PALENCIA;34005;PALENCIA - ZONA II - NORTE;979 742300;979 742890;340027;ORDEN HOSPITALARIA HERMANOS SAN JUAN DE DIOS;;INSTITUCIONES, ÓRDENES, CONGREGACIONES RELIGIOSAS Y SIMILARES;;;PERSONAS CON DISCAPACIDAD;Residencia;Personas con discapacidad por trastorno del desarrollo intelectual;OTROS: 298;42.000997;-4.550321;VANESSA FRECHOSO MARCOS;42.000997, -4.550321
CENTRO ASISTENCIAL SAN JUAN DE DIOS (MAYORES);2024-04-18;PASEO PADRE FAUSTINO CALVO , S/N;34;34120;PALENCIA;PALENCIA;34005;PALENCIA - ZONA II - NORTE;979 742300;;340328;ORDEN HOSPITALARIA HERMANOS SAN JUAN DE DIOS;;INSTITUCIONES, ÓRDENES, CONGREGACIONES RELIGIOSAS Y SIMILARES;;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 204;42.0010427;-4.5502453;ISABEL ROBLES CLEMENTE;42.0010427, -4.5502453
CENTRO DE DÍA VILLA SAN JOSE;2026-01-14;CAMINO MIRANDA (LA) S/N;34;34120;PALENCIA;PALENCIA;34003;PALENCIA - ZONA IV - NORESTE;979 747022;979 000000000;340119;CONGREGACION SIERVOS DE LA CARIDAD PP.GUANELIANOS;;INSTITUCIONES, ÓRDENES, CONGREGACIONES RELIGIOSAS Y SIMILARES;;;PERSONAS CON DISCAPACIDAD;Centro de día;Personas con discapacidad por trastorno del desarrollo intelectual;OTROS: 76;42.0267324;-4.5368423;ANTONIO JESÚS GONZÁLEZ PÉREZ;42.0267324, -4.5368423
RESIDENCIA PADRE MARIO;2025-05-14;CALLE LUIS GUANELLA 3;34;34120;PALENCIA;PALENCIA;34005;PALENCIA - ZONA II - NORTE;979 744327;979 633742830;340120;CONGREGACION SIERVOS DE LA CARIDAD PP.GUANELIANOS;;INSTITUCIONES, ÓRDENES, CONGREGACIONES RELIGIOSAS Y SIMILARES;;;PERSONAS CON DISCAPACIDAD;Residencia;Personas con discapacidad por trastorno del desarrollo intelectual;OTROS: 33;;;FERNANDO DE LA TORRE CABORNERO;
VIVIENDA ALTERNATIVA APOYADA (PISO TUTELADO);2025-07-14;CALLE CESAR MUÑOZ ARCONADA Nº 6, 6º PUERTA 2;34;34120;PALENCIA;PALENCIA;34004;PALENCIA - ZONA III - SUR;979 746342;979 693024705;340559;ASOCIACION SALUD MENTAL PALENCIA - FEAFES PALENCIA;;ASOCIACIÓN;direccion@saludmentalpalencia.org;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por enfermedad mental;OTROS: 4;41.992677;-4.519045;ROMÁN GÓMEZ GUTIÉRREZ;41.992677, -4.519045
SANTIAGO 22 1ºF;;CALLE SANTIAGO 22 1ºF;34;34120;PALENCIA;PALENCIA;34004;PALENCIA - ZONA III - SUR;979 160601;;341065;FUNDACIÓN BRIAN;;FUNDACIÓN;e.delrio@fundacionsancebrian.com;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por trastorno del desarrollo intelectual leve o moderado;DISCAPACIDAD INTELECTUAL: 3;41.9994389;-4.5216365;EVA DEL RIO GÓMEZ;41.9994389, -4.5216365
PISO Nº 29, 1º-2;2025-06-14;CALLE FRANCISCO VIGHI 29;34;34120;PALENCIA;PALENCIA;34004;PALENCIA - ZONA III - SUR;;;340317;FUNDACIÓN BRIAN;;FUNDACIÓN;;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por trastorno del desarrollo intelectual leve o moderado;OTROS: 3;41.9924989;-4.516821;ALVARO ROSALES VILLASUR;41.9924989, -4.516821
VIVIENDA Nº 25, BAJO D;2024-12-14;CALLE TELLO TELLEZ DE MENESES 25, bajo d;34;34120;PALENCIA;PALENCIA;34004;PALENCIA - ZONA III - SUR;;;340343;FUNDACIÓN BRIAN;;FUNDACIÓN;;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con disc. física, sensorial, por trastorno del desarrollo intelectual y/o por enfer. mental;OTROS: 3;41.9989679;-4.518992;ALVARO ROSALES VILLASUR;41.9989679, -4.518992
SANTIAGO 22 3ºG;2022-09-22;CALLE SANTIAGO 22 3ºG;34;34120;PALENCIA;PALENCIA;34002;PALENCIA - ZONA III - SUR;979 160601;;341003;FUNDACIÓN BRIAN;;FUNDACIÓN;;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con disc. física, sensorial, por trastorno del desarrollo intelectual y/o por enfer. mental;OTROS: 3;41.9994919;-4.5217051;ALVARO ROSALES VILLASUR;41.9994919, -4.5217051
"RESIDENCIA ""MENENDEZ PELAYO""";2023-03-10;CALLE ISAAC PERAL 15;34;34120;PALENCIA;PALENCIA;34004;PALENCIA - ZONA III - SUR;979 101654;;340278;CENTRO INTEGRAL DE ANCIANOS MENENDEZ PELAYO SL;;SOCIEDADES;info@residenciamenendezpelayo.es;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 34;42.0015501;-4.5193108;Mª PETRA ALONSO RUIPEREZ;42.0015501, -4.5193108
"RESIDENCIA PARA PERSONAS MAYORES ""DOÑA JUANA""";2024-06-06;AVENIDA SANTANDER 62;34;34120;PALENCIA;PALENCIA;34003;PALENCIA - ZONA IV - NORESTE;979 706680;;340309;RESIDENCIA DE LA TERCERA EDAD DOÑA JUANA S.L.;;SOCIEDADES;rdjuana@gmail.com;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 60;42.0189263;-4.529798599999999;ALBA IZQUIERDO RUIZ;42.0189263, -4.529798599999999
PERSONAS MAYORES-VALDEOLMILLOS-3;2020-03-09;PASEO SALON (DEL) 27ENT. DCHA;34;34120;PALENCIA;PALENCIA;34002;PALENCIA - ZONA I - CENTRO;979 720871;;340245;RESIDENCIA VALDEOLMILLOS SALUD, S.L.(REVALSA);;SOCIEDADES;info@residenciavaldeolmillossaludrevalsa.es;;PERSONAS MAYORES;Residencia;Mixta para válidos y asistidos;VÁLIDOS: 2, ASISTIDOS: 8;42.0071555;-4.5275836;ELENA ALONSO ZUMEL;42.0071555, -4.5275836
HOGAR ACOGIDA HECHOS PALENCIA;2024-10-09;CALLE BATALLA DEL TAMARON 18-C;34;34120;PALENCIA;PALENCIA;34003;PALENCIA - ZONA IV - NORESTE;661 334710;;340584;ASOCIACION HECHOS;;ASOCIACIÓN;barnabitas@ono.com;;INFANCIA (Y JUVENTUD);Vivienda;Hogar de acogida;NNAMMAS: 10;42.02485660000001;-4.5354125;VICENTE GUTIERREZ COBRECES;42.02485660000001, -4.5354125
RESIDENCIA DOÑA SOL;2023-05-15;AVENIDA DERECHOS HUMANOS (DE LOS) 18 BAJO;34;34120;PALENCIA;PALENCIA;34003;PALENCIA - ZONA IV - NORESTE;655 891687;;340618;CAMPOS DE CASTILLA 2020 S.L.;VALLESALUD HERMIDA, S.L.;SOCIEDADES;;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 41;;;NURIA PÉREZ FERNÁNDEZ;
RESIDENCIA SAN ANTONIO DE PADUA;2024-02-29;CAMINO TRES PASOS (DE LOS) S/N;34;34120;PALENCIA;PALENCIA;34005;PALENCIA - ZONA IV - NORESTE;610 201290;610 670355086;340548;CAMPOS DE CASTILLA 2020 S.L.;;SOCIEDADES;dittmannconchi@gmail.com;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 20;42.0195654;-4.541007;ADOLFINA SANTOS DELGADO;42.0195654, -4.541007
VIVIENDA TUTELADA LOPE DE VEGA;2025-02-14;CALLE LOPE DE VEGA 20, 2º A;34;34120;PALENCIA;PALENCIA;34001;PALENCIA - ZONA I - CENTRO;979 752351;;340128;FUNDACIÓN PERSONAS;;FUNDACIÓN;;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con disc. física, sensorial, por trastorno del desarrollo intelectual y/o por enfer. mental;OTROS: 6;;;ANTONIO JAVIER MOTA CUENDE;
CENTRO DE DIA HUERTAS DEL POMBO;2024-08-15;AVENIDA MADRID 50;34;34120;PALENCIA;PALENCIA;34004;PALENCIA - ZONA III - SUR;979 727950;;340893;FUNDACIÓN PERSONAS;;FUNDACIÓN;palencia@fundacionpersonas.es;;PERSONAS CON DISCAPACIDAD;Centro de día;Personas con discapacidad física, Personas con discapacidad por trastorno del desarrollo intelectual;OTROS: 10, OTROS: 50;41.9852207;-4.5160366;ANTONIO JAVIER MOTA CUENDE;41.9852207, -4.5160366
"VIVIENDA TUTELADA ""AVENIDA""";2026-03-14;AVENIDA VALLADOLID 5- 6ºD;34;34120;PALENCIA;PALENCIA;34002;PALENCIA - ZONA III - SUR;979 727950;979 165045;340615;FUNDACIÓN PERSONAS;;FUNDACIÓN;aspanis@feapscyl.org;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por trastorno del desarrollo intelectual leve o moderado;OTROS: 6;42.0023635;-4.5276954;ANTONIO JAVIER MOTA CUENDE;42.0023635, -4.5276954
RESIDENCIA ISABEL II;2025-06-20;CALLE NUESTRA SEÑORA DE ROCAMADOR 2;34;34120;PALENCIA;PALENCIA;34002;PALENCIA - ZONA I - CENTRO;979 701676;979 618111222;341110;VALLESALUD HERMIDA, S.L.;;SOCIEDADES;info@centrosresidencialespalencia.com;;PERSONAS MAYORES;Residencia;Para asistidos;DEPENDIENTES: 14;42.00475751257427;-4.528581117727802;CRISTINA ORTEGA SÁNCHEZ;42.00475751257427, -4.528581117727802
CENTRO DE DIA CON MIMO PARA PERSONAS MAYORES;2025-12-23;PASEO NUESTRA SEÑORA DE LOS ANGELES 10;34;34120;PALENCIA;PALENCIA;34002;PALENCIA - ZONA I - CENTRO;695 711989;;340721;CENTRO DE DIA CUIDADOS CON MIMO S.L.;;SOCIEDADES;centrodediaconmimo@hotmail.com;;PERSONAS MAYORES;Centro de día;Estancias diurnas;ASISTIDOS: 30;42.00717763697761;-4.524801085073134;CRISTINA IGLESIAS VEGA;42.00717763697761, -4.524801085073134
CENTRO ASISTIDO DE PERSONAS MAYORES SAN LUIS;2025-06-03;CARRETERA BURGOS S/N;34;34120;PALENCIA;PALENCIA;34004;PALENCIA - ZONA III - SUR;979 720900;979 979713832;340101;FUNDACIÓN HOSPITALARIAS;;FUNDACIÓN;;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 213;;;CARLOS MARTIN LORENZO;
CENTRO DE DIA PARA DISCAPACITADOS INTELECTUALES SAN LUIS;2025-12-14;CARRETERA BURGOS S/N;34;34120;PALENCIA;PALENCIA;34004;PALENCIA - ZONA III - SUR;979 165324;979 000000000;340574;FUNDACIÓN HOSPITALARIAS;;FUNDACIÓN;;;PERSONAS CON DISCAPACIDAD;Centro de día;Personas con discapacidad por trastorno del desarrollo intelectual;OTROS: 70;;;SUSANA ANTOLÍN VILLEGAS;
